target,type,index,name,format,assetId,scratch_file,zip_path,bytes,sha256
particles,sound,1,pop,wav,83a9787d4cb6f3b7632b4ddfebf74367,83a9787d4cb6f3b7632b4ddfebf74367.wav,assets/particles/sounds/001_pop.wav,560,fb8c18242813d8763cccf5f6077daf44b672d0088f5d3688cca29d621b4959cc
Enemy,costume,1,BIG,svg,23ef45d11dc182a27385dd6a48ddfb4d,23ef45d11dc182a27385dd6a48ddfb4d.svg,assets/Enemy/costumes/001_BIG.svg,496,7e6b3358a6715d4e736a8892aacaf07b68cc8c1bbfccec7ca0e16c6fa09dd029
Enemy,costume,2,Goomba,png,14e7b84593a6feb85dbb63cc00b87235,14e7b84593a6feb85dbb63cc00b87235.png,assets/Enemy/costumes/002_Goomba.png,476,a70979322ce070ee991b026713a00728e56cb3157b56779aa904fb0776729649
Enemy,costume,3,Goomba2,png,2ad58875414d64936f5da86e16a20849,2ad58875414d64936f5da86e16a20849.png,assets/Enemy/costumes/003_Goomba2.png,475,fd61e10ca51ac0eef0419567d5d03fc54a892e7f0a0719bbeb5a026d0e87c340
Enemy,costume,4,Goomba Squish,png,9b499c18850696a4b45db77e0367b1ad,9b499c18850696a4b45db77e0367b1ad.png,assets/Enemy/costumes/004_Goomba Squish.png,284,c542f16baaef1da5b6df823beec0591282fdf46ce13015ca7912a97ce0205d66
Enemy,costume,5,KoopaTroopaG2,png,697f009293673d9492416e993a5a11c7,697f009293673d9492416e993a5a11c7.png,assets/Enemy/costumes/005_KoopaTroopaG2.png,620,f3eaf36e13163bf14787e7359a86259c6916f10c88a8edc8ad61f5e4018fe65a
Enemy,costume,6,KoopaTroopaG1,png,30cf2b803f6aee255479b244d096adc5,30cf2b803f6aee255479b244d096adc5.png,assets/Enemy/costumes/006_KoopaTroopaG1.png,631,99f563232e59489c22fc35b920742844e87d56d4e5970f33bdd8509e4164e4c0
Enemy,costume,7,KoopaTroopa2,png,007305a70cd316234b8b3fd4236386e9,007305a70cd316234b8b3fd4236386e9.png,assets/Enemy/costumes/007_KoopaTroopa2.png,618,3f03f074ccc3fa8bfd3de58ca08cfb5549276f40d0ba99318416d7379c1bc4b6
Enemy,costume,8,KoopaTroopa1,png,a645722e05c3c8ee2eae6f8b0833b7ab,a645722e05c3c8ee2eae6f8b0833b7ab.png,assets/Enemy/costumes/008_KoopaTroopa1.png,627,185ce43feebae9811db6fa60239686859602b9898c321baf3b169ca5d0fc338a
Enemy,costume,9,PiranhaPlant1,png,f83b32445dbbea89eeb9867e33917726,f83b32445dbbea89eeb9867e33917726.png,assets/Enemy/costumes/009_PiranhaPlant1.png,715,b06ec73bd7333cf6b8bc3d5be4eb034823a7dc3f8e620bed5779da4b7f9a602c
Enemy,costume,10,PiranhaPlant2,png,f3e979279b8e031781303bdcc08b173a,f3e979279b8e031781303bdcc08b173a.png,assets/Enemy/costumes/010_PiranhaPlant2.png,670,68b67ea91c074789a365852478e50cec5dd744bc86ade264f59f33d071a95fce
Enemy,costume,11,Venus-Fire-Trap-G1,png,9323b87559525dfb3ae38402f741ef41,9323b87559525dfb3ae38402f741ef41.png,assets/Enemy/costumes/011_Venus-Fire-Trap-G1.png,686,9229093f42f86120b30eed70d98fd0013893d69e5d24ca309fb5509b09f37439
Enemy,costume,12,Venus-Fire-Trap-G2,png,b18f5889abc3261d2f002f3e86b0b88f,b18f5889abc3261d2f002f3e86b0b88f.png,assets/Enemy/costumes/012_Venus-Fire-Trap-G2.png,674,a84a2d5afb72fdd898edb9f23a0cee5265ecd703667cfd6e6608278ca8afebb2
Enemy,costume,13,Venus-Fire-Trap-G3,png,46b2a90ba2ef9395d23981f43b9ceab7,46b2a90ba2ef9395d23981f43b9ceab7.png,assets/Enemy/costumes/013_Venus-Fire-Trap-G3.png,686,2d6b2bfc14bf9483fe09c3cf5aacdf76ece427224e2f28f81f9735de77553fee
Enemy,costume,14,Venus-Fire-Trap-G4,png,233b7d2bc6b45d447c02adab25e0001c,233b7d2bc6b45d447c02adab25e0001c.png,assets/Enemy/costumes/014_Venus-Fire-Trap-G4.png,683,aa23e46431323c191047ac86deed09541e01a364b42958e45afcaf0ac969937c
Enemy,costume,15,Flame,png,f078082fe8d23539a39807d481b32b05,f078082fe8d23539a39807d481b32b05.png,assets/Enemy/costumes/015_Flame.png,206,7100abb235d1c81feae8ac726f1689e85bae80a63c2fc35f905942592f9bec79
Enemy,costume,16,KoopaParatroopa1,png,f19315b6d38184cfc5edd59095afc63d,f19315b6d38184cfc5edd59095afc63d.png,assets/Enemy/costumes/016_KoopaParatroopa1.png,651,67abc2c4068061192de934b42be80f2ec47d8f897a6d34ff974c0ecfa33d8585
Enemy,costume,17,KoopaParatroopa2,png,91ff900f5bc8162ccd9f5f1c462a8ebc,91ff900f5bc8162ccd9f5f1c462a8ebc.png,assets/Enemy/costumes/017_KoopaParatroopa2.png,652,44087f18abf131c98878512cab04a04e7b08ade6beb36daf4098b0bf8bb79a7a
Enemy,costume,18,KoopaParatroopa3,png,12f1235cbfa2cbee22ca11e68e2eeeaf,12f1235cbfa2cbee22ca11e68e2eeeaf.png,assets/Enemy/costumes/018_KoopaParatroopa3.png,715,cb9f61e745c235fddd3b548e89a1227d77221a13256568f98be9a51ba9c20d16
Enemy,costume,19,KoopaParatroopa4,png,a14e828c286b2e3e3d2452cdaf4b0895,a14e828c286b2e3e3d2452cdaf4b0895.png,assets/Enemy/costumes/019_KoopaParatroopa4.png,711,4a82c7efd47a55f2346c041700fb51473be1d72f486cccf05913ad121cd80976
Enemy,costume,20,Score 100,png,d25c5b2eefc20d80c17a4d803034d9be,d25c5b2eefc20d80c17a4d803034d9be.png,assets/Enemy/costumes/020_Score 100.png,165,42e00447e0d87caea0a328ee694a17f75ca4dd5662a2db753e27d2927f4cfe12
Enemy,costume,21,Life,png,2d37cb137ec7dca78f1e0e26b36672d9,2d37cb137ec7dca78f1e0e26b36672d9.png,assets/Enemy/costumes/021_Life.png,415,ae899a756db0e41daac02d43413b8a55a66098dd3d5901b7299930ba95edeae4
Enemy,costume,22,EndBox,png,ebef75d35da4dd654c4487e96dc7cd24,ebef75d35da4dd654c4487e96dc7cd24.png,assets/Enemy/costumes/022_EndBox.png,328,5aba20ccb0b3bfd52c5af56f3d03d0fc79b0fb1838f038b05330f412baa5f5ac
Enemy,costume,23,EndBox---Flower,png,b3291398de64350a3995ab667e5902f2,b3291398de64350a3995ab667e5902f2.png,assets/Enemy/costumes/023_EndBox---Flower.png,571,cc3b5e355e406a39873b0c42fa43afc03ea1fc4ccbaa6663cc222ada01f56e2f
Enemy,costume,24,EndBox---Mushroom,png,10a08e287ec4383ca4a04f42dcce5a64,10a08e287ec4383ca4a04f42dcce5a64.png,assets/Enemy/costumes/024_EndBox---Mushroom.png,589,79576ca04b01ac145bd35f5fd5e8ad8ea9a205de342fe6ed5c20b81a5eef1bfb
Enemy,costume,25,EndBox---Star,png,3bf4f291751e0972dc8eed49c018018c,3bf4f291751e0972dc8eed49c018018c.png,assets/Enemy/costumes/025_EndBox---Star.png,531,9395dfc6ee48cb78ac87418d5ff1eef06956cd9d30e3730f42b07485c8f5f3c0
Enemy,costume,26,KoopaShellG1,png,d262257b187ad6898e86d6820d556926,d262257b187ad6898e86d6820d556926.png,assets/Enemy/costumes/026_KoopaShellG1.png,441,dd4d802d46230a2e98348ca7a19a18b965c46348bebaff616f01d52032b71a5b
Enemy,costume,27,KoopaShellG2,png,fe3d4e87eac861c5ffae9b4f9b32c587,fe3d4e87eac861c5ffae9b4f9b32c587.png,assets/Enemy/costumes/027_KoopaShellG2.png,472,3125e0aef98e01003d980becf9e178d4db050e8ca8dffd23434b1082d3ae5945
Enemy,costume,28,KoopaShellG3,png,8b7830b2dc15d596f790688b675ae6e6,8b7830b2dc15d596f790688b675ae6e6.png,assets/Enemy/costumes/028_KoopaShellG3.png,437,64c30ecfc5e4918f332ba685c379e0fdd2436d8099646ff6603ac0c1689a53fa
Enemy,costume,29,KoopaShellG4,png,50163719c59354fac461616ac2090ee7,50163719c59354fac461616ac2090ee7.png,assets/Enemy/costumes/029_KoopaShellG4.png,459,245ed45cf97aef551ed78246d5a306e8d9e86c3f4851773a479bdf8c5806de38
Enemy,costume,30,KoopaShellR1,png,be9b04e5d519d84e99f6374950dc995b,be9b04e5d519d84e99f6374950dc995b.png,assets/Enemy/costumes/030_KoopaShellR1.png,446,e102733e552402744c68ad5ee0854400e2c726a08ba4d7846053fb4caf894469
Enemy,costume,31,KoopaShellR2,png,ab88bde7e1ed87ae57b0e057d5e2c9cd,ab88bde7e1ed87ae57b0e057d5e2c9cd.png,assets/Enemy/costumes/031_KoopaShellR2.png,462,f2a3c3082ad7d41f82ed5eacfdba374f4dd5c01f4d34ac25830c73cdb5a11928
Enemy,costume,32,KoopaShellR3,png,a03b243656e2cc9ed9b41cba879609c7,a03b243656e2cc9ed9b41cba879609c7.png,assets/Enemy/costumes/032_KoopaShellR3.png,431,c51b090210b04e23023950ca2b823f00775f03eb0ac4040330f0ab907e847bc3
Enemy,costume,33,KoopaShellR4,png,dfb0093d3d267ce575a3285895fdf24b,dfb0093d3d267ce575a3285895fdf24b.png,assets/Enemy/costumes/033_KoopaShellR4.png,449,3b61d153638b6feb3b03072dd4e8eb4098685d7971970420f25a88eb7d3d8569
Enemy,costume,34,FireFlower,png,0f6544616f75699ad1da3cae72e27dd2,0f6544616f75699ad1da3cae72e27dd2.png,assets/Enemy/costumes/034_FireFlower.png,419,aaaead85c5d42e22cc147ad9dd09eeabe3a09a24849b2bb2d53fb88676a4a0a4
Enemy,sound,1,pop,wav,83a9787d4cb6f3b7632b4ddfebf74367,83a9787d4cb6f3b7632b4ddfebf74367.wav,assets/Enemy/sounds/001_pop.wav,560,fb8c18242813d8763cccf5f6077daf44b672d0088f5d3688cca29d621b4959cc
Background2,costume,1,Background-1-1,png,770f8e823d08dad0fa137732837fac54,770f8e823d08dad0fa137732837fac54.png,assets/Background2/costumes/001_Background-1-1.png,22508,95b4c5d7b8596da03dd8a8a6c6a9764ecc1bab6eedde6a872d67ab410dd85bef
Background2,costume,2,Background-1-2,png,77546826edae101fa0a05fe116993eb7,77546826edae101fa0a05fe116993eb7.png,assets/Background2/costumes/002_Background-1-2.png,22731,dc140a06082ca8af141f97f2a85c24ebf0b7ef3673d0df7be31394376db083f9
Background2,sound,1,pop,wav,83a9787d4cb6f3b7632b4ddfebf74367,83a9787d4cb6f3b7632b4ddfebf74367.wav,assets/Background2/sounds/001_pop.wav,560,fb8c18242813d8763cccf5f6077daf44b672d0088f5d3688cca29d621b4959cc
Sounds,costume,1,costume1,svg,3339a2953a3bf62bb80e54ff575dbced,3339a2953a3bf62bb80e54ff575dbced.svg,assets/Sounds/costumes/001_costume1.svg,200,ecf94b710d8e432ac305bbc142736fb46cee9c85c0b94fd96e70b57ea20eeda6
Sounds,sound,1,Music L1,mp3,8563657bfc9b1eda64c480630f71e8e1,8563657bfc9b1eda64c480630f71e8e1.mp3,assets/Sounds/sounds/001_Music L1.mp3,1575073,d7657967d2ddc8edda743d3bb4cecfcad8fc80a4962055d282476d01b606ee95
Sounds,sound,2,Jump,wav,8224656f5c31bcf69589d147e959d75c,8224656f5c31bcf69589d147e959d75c.wav,assets/Sounds/sounds/002_Jump.wav,26806,a1d09b0c4b7824daa81f827fbbc975e5c27645580402a1b9de7860085e1388f5
Sounds,sound,3,Skid,wav,67bbc46a7b07061c77a9a936526886d9,67bbc46a7b07061c77a9a936526886d9.wav,assets/Sounds/sounds/003_Skid.wav,15486,98645521988c164f19a43d9bd4842e13146b8dc8d9301c5d65272570f3929d6a
Sounds,sound,4,block hit,mp3,691b92ae8a36c2411c4f202ff8473466,691b92ae8a36c2411c4f202ff8473466.mp3,assets/Sounds/sounds/004_block hit.mp3,10202,c3aa0a94e8cb9a59d1ddb7f77b4fae5947f8d54e75daa1f174d2a7c3dfec448a
Sounds,sound,5,ItemSprout,wav,bf36f4becf33e5558d201d67993aa0fe,bf36f4becf33e5558d201d67993aa0fe.wav,assets/Sounds/sounds/005_ItemSprout.wav,52442,39fab642627c5a9a8c3ba3421db44ef736281fccc748836c63f3b5f096469849
Sounds,sound,6,1up,wav,bca9450933e360b3d798d2a1a4367d3f,bca9450933e360b3d798d2a1a4367d3f.wav,assets/Sounds/sounds/006_1up.wav,52986,6d6946841061ecefc87b4da2b4c63c6eadf562af95f2543302abcb16a3ddad10
Sounds,sound,7,Bounce Off Enemy,wav,71941b267ba177f0a00f21b9834a8744,71941b267ba177f0a00f21b9834a8744.wav,assets/Sounds/sounds/007_Bounce Off Enemy.wav,44550,93a83883f364de85d1c53373a6e1adc712ae4bb937a0cb35dba9ec0dc1777bc1
Sounds,sound,8,Coin,wav,bfeb0195793eaad10db2e2b37be3fe5d,bfeb0195793eaad10db2e2b37be3fe5d.wav,assets/Sounds/sounds/008_Coin.wav,25240,f76ab8e8ec7f246b2443c824ebe7f1b1fa4dca6b57bf97f9faf6f3a90bdab986
Sounds,sound,9,Stomped,wav,cf2509f4d0c87bb7db6db625a0eadb9a,cf2509f4d0c87bb7db6db625a0eadb9a.wav,assets/Sounds/sounds/009_Stomped.wav,20334,44363166feefd6be4f7e8079d332abca47e7be162350a6b9dc70c36321a84ce0
Sounds,sound,10,Fireball,wav,e0bd409643dc95862e1e24165846b93e,e0bd409643dc95862e1e24165846b93e.wav,assets/Sounds/sounds/010_Fireball.wav,14164,3752a11d07747316579587a44944f42a7ac465347aee7202433ed8eed9a4dba4
Sounds,sound,11,Flagpole,wav,175cee1ba2a7fceb3a76fe4ff2bfe4db,175cee1ba2a7fceb3a76fe4ff2bfe4db.wav,assets/Sounds/sounds/011_Flagpole.wav,277404,62a5a67fe5e76448f54e801304e5380453191f6b26cdd075351ead485c1b230b
Sounds,sound,12,GameOver,wav,8de315449c3db21c222b68aa610cc728,8de315449c3db21c222b68aa610cc728.wav,assets/Sounds/sounds/012_GameOver.wav,289626,90e004dccf4e7b0cfb61b7fd62bd4116c562b717a8943616588fb35b463449b4
Sounds,sound,13,Goal,wav,3fec99763ee215e3391f26aca08357e7,3fec99763ee215e3391f26aca08357e7.wav,assets/Sounds/sounds/013_Goal.wav,89264,dad829d907ea5533696c047380ff3f709ea12dd882f431ee01b76a29d51c2804
Sounds,sound,14,GoalCard1,wav,bf1158f33d0f278498452ad92ec8cf30,bf1158f33d0f278498452ad92ec8cf30.wav,assets/Sounds/sounds/014_GoalCard1.wav,267656,dcc424cbabf33a90987bef806f67aa7af762af723eea1147f570e10c7ddde9ad
Sounds,sound,15,Kick1,wav,5ac71e02c884c2c3b185a597a2f49ec0,5ac71e02c884c2c3b185a597a2f49ec0.wav,assets/Sounds/sounds/015_Kick1.wav,14774,ad5446db00202f7834fd165e833563666e561493814d07cadb0c3bcf129a3b00
Sounds,sound,16,KickShell,wav,adc116588f29ebdde3235a032e8232c3,adc116588f29ebdde3235a032e8232c3.wav,assets/Sounds/sounds/016_KickShell.wav,15148,aa76da3266da3f33d09bd5e15789b08bfe9ce3886ffc2c02c69744736b801208
Sounds,sound,17,Level Select,wav,acb2397a46c866a6a71f7605fb5f3343,acb2397a46c866a6a71f7605fb5f3343.wav,assets/Sounds/sounds/017_Level Select.wav,91582,00adf9a9571076e1713dd304e5046a93abc8c434c7592e27f220ebb1f878c547
Sounds,sound,18,Lose Life,wav,6af507775b1a2f0e6b5fc26c165f6e8d,6af507775b1a2f0e6b5fc26c165f6e8d.wav,assets/Sounds/sounds/018_Lose Life.wav,272518,88ea7d79d8878cb118e8d8ae4c4b1a8f4ae4a657a6ae13f056df38a69332e517
Sounds,sound,19,Power Up,wav,358279ac7f6aaab6e829b13e11fd9b86,358279ac7f6aaab6e829b13e11fd9b86.wav,assets/Sounds/sounds/019_Power Up.wav,94384,cba5b198f4fc39aa512e647efe488b7f5c8421be583c96c986efca37613c12cf
Sounds,sound,20,Power Down,wav,56024ae4ace4d437e9997e5457e58aae,56024ae4ace4d437e9997e5457e58aae.wav,assets/Sounds/sounds/020_Power Down.wav,75612,dcdafbb1e0b42cc83fffa099694407d3b3b96ff39f5e3c4b589c482a491e6c70
Sounds,sound,21,Slide Attack,wav,3f1bda1d3613c8294d88a662b6375be4,3f1bda1d3613c8294d88a662b6375be4.wav,assets/Sounds/sounds/021_Slide Attack.wav,6594,90079e5113c3b0b0efd6a1b1e1f82c87b514240f7824b3a5dd1f4e794e4413c4
Sounds,sound,22,Swim,wav,7d34d41e8b9f6317bcd5e1a1cf7fd930,7d34d41e8b9f6317bcd5e1a1cf7fd930.wav,assets/Sounds/sounds/022_Swim.wav,26880,27ac87f8152fc0a5cea917650a90591c7ef8eae08fd340ee1a944011bf054a48
Sounds,sound,23,Throw,wav,f04862428b551bbcf2471afec5a7b357,f04862428b551bbcf2471afec5a7b357.wav,assets/Sounds/sounds/023_Throw.wav,24214,e5c5e7fbb6f8aef5abff3a2b052a0069986dcf836683500a07acaf5e4f97b246
Sounds,sound,24,Warp,wav,9c1d274fd52a6b06d259e9fa51bd8840,9c1d274fd52a6b06d259e9fa51bd8840.wav,assets/Sounds/sounds/024_Warp.wav,75612,802fc83632f219fb3af1f62214649a95a7c1296a563cac42718b28483b486241
Sounds,sound,25,Let's Go,wav,2017485f2bde69d084362171f0298134,2017485f2bde69d084362171f0298134.wav,assets/Sounds/sounds/025_Let's Go.wav,127086,26e73ae095efca62d70d31f6dd4e5a1058358b6dd562726d8e9cba1602a58632
Sounds,sound,26,Mammamia,wav,01491a8c763787875cf5d42292c6c9ec,01491a8c763787875cf5d42292c6c9ec.wav,assets/Sounds/sounds/026_Mammamia.wav,253888,96555532f206da6ec624873f7093bc87d172441f47583ca9ed1f52198e4ae318
Sounds,sound,27,Just What I Needed,wav,93017031e7c097fc7a9a1a6068b61de9,93017031e7c097fc7a9a1a6068b61de9.wav,assets/Sounds/sounds/027_Just What I Needed.wav,112892,3642342e789f94e6d768b64c4ee9241e4f472b37e38b131166bb41c4e350b89f
Sounds,sound,28,Oh No,wav,502d94a9218c9a90d9bec6fd3fb83590,502d94a9218c9a90d9bec6fd3fb83590.wav,assets/Sounds/sounds/028_Oh No.wav,114656,47f8966a2a7403c9d367ff4391e7b88616db703e3d26a37f68133c076f68dde7
Sounds,sound,29,Star Power,wav,53eba5ff991e10bf53e37a980b99a9b5,53eba5ff991e10bf53e37a980b99a9b5.wav,assets/Sounds/sounds/029_Star Power.wav,958206,cf71b6ceb12caf4b3d391655418ff2890e2f32c5f97fe0244650df7575e36208
Sounds,sound,30,Course Clear,mp3,7bdada956ece719379e5e22278de71a9,7bdada956ece719379e5e22278de71a9.mp3,assets/Sounds/sounds/030_Course Clear.mp3,99635,db8a2587798b14b2c241b1ee4fb9d3747a5a949046e804b1115f5c869ba19fe8
